"tipo","codigo","descricao","credito","parcela_01_12","demais_parcelas","parcela_pf","parcela_pj","redutor","prazo","taxa_adm","adesao","fundo_reserva","seguro","reajuste","sorteio","lance_fixo","lance_embutido","grupo","status","pontos_livelo","imagem"
"Auto","AFCM04","AUTOMOVEL FLEX CREDITO MEDIO AFCM04","40000",,,"533,32","533,32","20","72","18",,"2","Não possui","IPCA","1 por mês","Não possui","15%","995","Em formação","9600","https://ligaconsorcio.s3.us-east-2.amazonaws.com/midiaautoporto.png"
"Auto","AFCM05","AUTOMOVEL FLEX CREDITO MEDIO AFCM05","42500",,,"566,66","566,66","20","72","18",,"2","Não possui","IPCA","1 por mês","Não possui","15%","995","Em formação","10200","https://ligaconsorcio.s3.us-east-2.amazonaws.com/midiaautoporto.png"
"Auto","AFCM06","AUTOMOVEL FLEX CREDITO MEDIO AFCM06","45000",,,"599,99","599,99","20","72","18",,"2","Não possui","IPCA","1 por mês","Não possui","15%","995","Em formação","10800","https://ligaconsorcio.s3.us-east-2.amazonaws.com/midiaautoporto.png"
"Auto","AFCM07","AUTOMOVEL FLEX CREDITO MEDIO AFCM07","47500",,,"633,32","633,32","20","72","18",,"2","Não possui","IPCA","1 por mês","Não possui","15%","995","Em formação","11400","https://ligaconsorcio.s3.us-east-2.amazonaws.com/midiaautoporto.png"
"Auto","AFCM08","AUTOMOVEL FLEX CREDITO MEDIO AFCM08","50000",,,"666,65","666,65","20","72","18",,"2","Não possui","IPCA","1 por mês","Não possui","15%","995","Em formação","12000","https://ligaconsorcio.s3.us-east-2.amazonaws.com/midiaautoporto.png"
"Auto","AFCM09","AUTOMOVEL FLEX CREDITO MEDIO AFCM09","52500",,,"699,99","699,99","20","72","18",,"2","Não possui","IPCA","1 por mês","Não possui","15%","995","Em formação","12600","https://ligaconsorcio.s3.us-east-2.amazonaws.com/midiaautoporto.png"
"Auto","AFCM10","AUTOMOVEL FLEX CREDITO MEDIO AFCM10","55000",,,"733,32","733,32","20","72","18",,"2","Não possui","IPCA","1 por mês","Não possui","15%","995","Em formação","13200","https://ligaconsorcio.s3.us-east-2.amazonaws.com/midiaautoporto.png"
"Auto","AFCM11","AUTOMOVEL FLEX CREDITO MEDIO AFCM11","57500",,,"766,65","766,65","20","72","18",,"2","Não possui","IPCA","1 por mês","Não possui","15%","995","Em formação","13800","https://ligaconsorcio.s3.us-east-2.amazonaws.com/midiaautoporto.png"
"Auto","AFCM12","AUTOMOVEL FLEX CREDITO MEDIO AFCM12","60000",,,"799,98","799,98","20","72","18",,"2","Não possui","IPCA","1 por mês","Não possui","15%","995","Em formação","14400","https://ligaconsorcio.s3.us-east-2.amazonaws.com/midiaautoporto.png"
"Auto","AFCM13","AUTOMOVEL FLEX CREDITO MEDIO AFCM13","62500",,,"833,32","833,32","20","72","18",,"2","Não possui","IPCA","1 por mês","Não possui","15%","995","Em formação","15000","https://ligaconsorcio.s3.us-east-2.amazonaws.com/midiaautoporto.png"
"Auto","AFCM14","AUTOMOVEL FLEX CREDITO MEDIO AFCM14","65000",,,"866,65","866,65","20","72","18",,"2","Não possui","IPCA","1 por mês","Não possui","15%","995","Em formação","15600","https://ligaconsorcio.s3.us-east-2.amazonaws.com/midiaautoporto.png"
"Auto","VPM01","VEICULOS PESADOS","180000",,,"1391,76","1391,76","20","120","14",,"2","Não possui","IPCA","1 por mês","40%","30%","965","Em andamento","41753","https://ligaconsorcio.s3.us-east-2.amazonaws.com/midiaautoporto.png"
"Auto","VPM02","VEICULOS PESADOS","190000",,,"1469,08","1469,08","20","120","14",,"2","Não possui","IPCA","1 por mês","40%","30%","965","Em andamento","44072","https://ligaconsorcio.s3.us-east-2.amazonaws.com/midiaautoporto.png"
"Auto","VPM03","VEICULOS PESADOS","200000",,,"1546,4","1546,4","20","120","14",,"2","Não possui","IPCA","1 por mês","40%","30%","965","Em andamento","46392","https://ligaconsorcio.s3.us-east-2.amazonaws.com/midiaautoporto.png"
"Auto","VPM04","VEICULOS PESADOS","210000",,,"1623,72","1623,72","20","120","14",,"2","Não possui","IPCA","1 por mês","40%","30%","965","Em andamento","48712","https://ligaconsorcio.s3.us-east-2.amazonaws.com/midiaautoporto.png"
"Auto","VPM05","VEICULOS PESADOS","220000",,,"1701,04","1701,04","20","120","14",,"2","Não possui","IPCA","1 por mês","40%","30%","965","Em andamento","51031","https://ligaconsorcio.s3.us-east-2.amazonaws.com/midiaautoporto.png"
"Auto","VPM06","VEICULOS PESADOS","230000",,,"1778,36","1778,36","20","120","14",,"2","Não possui","IPCA","1 por mês","40%","30%","965","Em andamento","53351","https://ligaconsorcio.s3.us-east-2.amazonaws.com/midiaautoporto.png"
"Auto","VPM07","VEICULOS PESADOS","240000",,,"1855,68","1855,68","20","120","14",,"2","Não possui","IPCA","1 por mês","40%","30%","965","Em andamento","55670","https://ligaconsorcio.s3.us-east-2.amazonaws.com/midiaautoporto.png"
"Auto","VPM08","VEICULOS PESADOS","250000",,,"1993","1993","20","120","14",,"2","Não possui","IPCA","1 por mês","40%","30%","965","Em andamento","59790","https://ligaconsorcio.s3.us-east-2.amazonaws.com/midiaautoporto.png"
"Auto","VPM09","VEICULOS PESADOS","260000",,,"2010,32","2010,32","20","120","14",,"2","Não possui","IPCA","1 por mês","40%","30%","965","Em andamento","60310","https://ligaconsorcio.s3.us-east-2.amazonaws.com/midiaautoporto.png"
"Auto","VPM10","VEICULOS PESADOS","270000",,,"2087,64","2087,64","20","120","14",,"2","Não possui","IPCA","1 por mês","40%","30%","965","Em andamento","62629","https://ligaconsorcio.s3.us-east-2.amazonaws.com/midiaautoporto.png"
"Auto","VPM11","VEICULOS PESADOS","280000",,,"2164,96","2164,96","20","120","14",,"2","Não possui","","1 por mês","40%","30%","965","Em andamento","64949","https://ligaconsorcio.s3.us-east-2.amazonaws.com/midiaautoporto.png"
"Auto","VPM12","VEICULOS PESADOS","290000",,,"2242,28","2242,28","20","120","14",,"2","Não possui","","1 por mês","40%","30%","965","Em andamento","67268","https://ligaconsorcio.s3.us-east-2.amazonaws.com/midiaautoporto.png"
"Auto","VPM13","VEICULOS PESADOS","300000",,,"2319,6","2319,6","20","120","14",,"2","Não possui","","1 por mês","40%","30%","965","Em andamento","69588","https://ligaconsorcio.s3.us-east-2.amazonaws.com/midiaautoporto.png"
"Auto","VPM14","VEICULOS PESADOS","310000",,,"2396,92","2396,92","20","120","14",,"2","Não possui","","1 por mês","40%","30%","965","Em andamento","71908","https://ligaconsorcio.s3.us-east-2.amazonaws.com/midiaautoporto.png"
"Auto","VPM15","VEICULOS PESADOS","320000",,,"2474,24","2474,24","20","120","14",,"2","Não possui","","1 por mês","40%","30%","965","Em andamento","74227","https://ligaconsorcio.s3.us-east-2.amazonaws.com/midiaautoporto.png"
"Auto","VPM16","VEICULOS PESADOS","330000",,,"2551,56","2551,56","20","120","14",,"2","Não possui","","1 por mês","40%","30%","965","Em andamento","76547",""
"Auto","VPM17","VEICULOS PESADOS","340000",,,"2628,88","2628,88","20","120","14",,"2","Não possui","","1 por mês","40%","30%","965","Em andamento","78866",""
"Auto","VPM18","VEICULOS PESADOS","350000",,,"2709,2","2709,2","20","120","14",,"2","Não possui","","1 por mês","40%","30%","965","Em andamento","81276",""
"Auto","VPM19","VEICULOS PESADOS","360000",,,"2783,52","2783,52","20","120","14",,"2","Não possui","","1 por mês","40%","30%","965","Em andamento","83506",""
"Auto","AFC+01","CREDITO ALTO PREMIUM 1","125000",,,"1300,01","1300,01","20","90","15",,"2","Não possui","","1 por mês","Não possui","15%","998","Em formação","32500",""
"Auto","AFC+02","CREDITO ALTO PREMIUM 2","130000",,,"1352","1352","20","90","15",,"2","Não possui","","1 por mês","Não possui","15%","998","Em formação","33800",""
"Auto","AFC+03","CREDITO ALTO PREMIUM 3","140000",,,"1456","1456","20","90","15",,"2","Não possui","","1 por mês","Não possui","15%","998","Em formação","36400",""
"Auto","AFC+04","CREDITO ALTO PREMIUM 4","150000",,,"1560","1560","20","90","15",,"2","Não possui","","1 por mês","Não possui","15%","998","Em formação","39000",""
"Auto","AFC+05","CREDITO ALTO PREMIUM 5","160000",,,"1664","1664","20","90","15",,"2","Não possui","","1 por mês","Não possui","15%","998","Em formação","41600",""
"Auto","AFC+06","CREDITO ALTO PREMIUM 6","170000",,,"1768","1768","20","90","15",,"2","Não possui","","1 por mês","Não possui","15%","998","Em formação","44200",""
"Auto","AFC+07","CREDITO ALTO PREMIUM 7","180000",,,"1872","1872","20","90","15",,"2","Não possui","","1 por mês","Não possui","15%","998","Em formação","46800",""
"Auto","AFC+08","CREDITO ALTO PREMIUM 8","190000",,,"1976","1976","20","90","15",,"2","Não possui","","1 por mês","Não possui","15%","998","Em formação","49400",""
"Auto","AFC+09","CREDITO ALTO PREMIUM 9","200000",,,"2080","2080","20","90","15",,"2","Não possui","","1 por mês","Não possui","15%","998","Em formação","52000",""
